id, author, latitude, longitude
649, Guyer  Craig, 47.28333, -122.18333
650, Subbarayan  A., 0, 0
651, Kumar  G., 0, 0
652, Amalraj  V. Christopher, 0, 0
653, Dickman  Christopher R., -23.25641, 28.4139
654, Greenville  Aaron C., -23.25641, 28.4139
655, Tamayo  Bobby, -23.25641, 28.4139
656, Wardle  Glenda M., -23.25641, 28.4139
657, Chi  Guangqing, 33.45484, -88.78866
658, Ventura  Stephen J., 38.67935, -121.9683
659, Du  Guanghua, 48.27096, 11.68618
660, Drexler  Guido A., 48.66917, -98.83263
661, Friedland  Werner, 49.12937, 10.85363
662, Greubel  Christoph, 48.0833, 11.6833
663, Hable  Volker, 48.0833, 11.6833
664, Kruecken  Reiner, 48.27096, 11.68618
665, Kugler  Alexandra, 48.66917, -98.83263
666, Tonelli  Laura, 48.27096, 11.68618
667, Friedl  Anna A., 48.66917, -98.83263
668, Dollinger  Guenther, 48.0833, 11.6833
670, Faber  Sandi, 28.0165, -82.4544
671, Markham  John, 28.0165, -82.4544
673, Andersen  R., -16.94387, 30.78994
674, Poulin  M., 60.17556, 24.93417
675, Borcard  D., -25.91448, 22.91387
676, Laiho  R., 60.17556, 24.93417
677, Laine  J., 62.07359, 22.95805
678, Vasander  H., 60.17556, 24.93417
679, Tuittila  E. -T., 60.17556, 24.93417
680, Gatrell  Jay D., 40.0495, -83.87799
681, Reid  Neil, -25.81638, 24.2922
682, Ross  Paula, -25.81638, 24.2922
683, Jorgensen  Bradley S., -18.42263, 29.69904
684, Stedman  Richard C., 43.34082, -90.28179
685, Wen  Guosheng, 62.13333, 13.88333
686, Zhang  Liyang, 62.13333, 13.88333
687, Zhang  Ruming, 62.13333, 13.88333
688, Cao  Zhihong, 24.94829, 121.35251
689, Zhou  Guomo, 62.13333, 13.88333
690, Huang  Hao, 62.13333, 13.88333
691, Wong  Minghung, 24.94829, 121.35251
692, Cheng Wei-Dong, 30.72608, 108.67483
693, Mo Guang, 30.72608, 108.67483
694, Xing Xue-Qing, 30.72608, 108.67483
695, Wang De-Hong, 30.72608, 108.67483
696, Gong Yu, 30.72608, 108.67483
697, Cai Quan, 30.72608, 108.67483
698, Chen Zhong-Jun, 30.72608, 108.67483
699, Wu Zhong-Hua, 30.72608, 108.67483
700, Rosa  Jaqueline Figueredo, -14.13304, -42.82402
701, Ramalho  Mauro, 39.94023, -112.09967
704, Aguilar  Robert, 41.48273, -81.76017
705, Johnson  Eric G., 41.48273, -81.76017
706, Hines  Anson H., 41.48273, -81.76017
707, Roberts  Paige M., 41.48273, -81.76017
708, Goodison  Michael R., 41.48273, -81.76017
709, Kramer  Margaret A., 41.48273, -81.76017
710, Almenar  David, 13.2634, 124.0227
711, Aihartza  Joxerra, 13.2634, 124.0227
712, Goiti  Urtzi, 13.2634, 124.0227
713, Salsamendi  Egoitz, 13.2634, 124.0227
714, Garin  Inazio, 13.2634, 124.0227
715, Connop  Stuart, -18.38333, 32.58333
719, Clegg  S. R., 53.28503, -3.07283
721, Parker  J., -18.38333, 32.58333
723, Godsall  S. A., -23.02804, 29.83268
730, Cabral  A. I. R., -18.39374, 30.99452
731, Vasconcelos  M. J., -18.39374, 30.99452
732, Oom  D., -18.39374, 30.99452
733, Sardinha  R., -18.39374, 30.99452
734, Lizana  Ludvig, -24.24263, 31.08202
735, Mitarai  Namiko, -24.24263, 31.08202
736, Sneppen  Kim, -24.24263, 31.08202
737, Nakanishi  Hiizu, 40.797, 140.49498
738, Gougherty  A., 37.86472, -107.88229
739, Nutter  F. W., 37.86472, -107.88229
740, Nutter  F. W., 37.86472, -107.88229
741, Byamukama  E., 37.86472, -107.88229
742, Eggenberger  S., 37.86472, -107.88229
743, Miller  Darren, 46.18733, -122.90539
744, Buchanan  Ashley, 46.18733, -122.90539
745, Wang  Juan, 46.18733, -122.90539
746, Hall  Edward, 46.18733, -122.90539
747, Chong  Chee-Seng, -18.42263, 29.69904
748, Hoffmann  Ary A., -18.42263, 29.69904
749, Thomson  Linda J., -18.42263, 29.69904
750, Yeari  Menahem, 32.81841, 34.9885
751, Goldsmith  Morris, 32.81841, 34.9885
752, Nelson  Martha I., -23.48627, 29.36672
753, Lemey  Philippe, -25.90866, 24.89688
754, Tan  Yi, -23.48627, 29.36672
755, Vincent  Amy, 37.86472, -107.88229
756, Lam  Tommy Tsan-Yuk, 0, 0
757, Detmer  Susan, 48.1362, 11.5532
758, Viboud  Cecile, -23.48627, 29.36672
759, Suchard  Marc A., -25.46814, 23.09949
760, Rambaut  Andrew, -17.895, 30.94611
761, Holmes  Edward C., 0, 0
762, Gramer  Marie, 48.1362, 11.5532
763, Rossi  Sergio, 48.42749, -71.06352
764, Morin  Hubert, 48.42749, -71.06352
765, Yoon  Sook Hee, 37.56667, 126.96667
766, Lee  Kwang-Nyeong, 2.34439, 31.21736
767, Park  Jong-Hyeon, 2.34439, 31.21736
768, Kim  Heebal, 37.56667, 126.96667
769, Ogbuagu  D. H., 5.48333, 7.03041
770, Ayoade  A. A., 6.6799, 3.20773
771, AC-Chukwuocha  N. B., 5.48333, 7.03041
772, Badas  M. G., -30.24671, 27.03918
773, Querzoli  G., -30.24671, 27.03918
774, Serra  Miguel, -22.68222, 29.63894
775, Pinho  Paulo, -22.68222, 29.63894
776, Klochkov  Vladimir V., 39.51667, 63.81667
777, Klochkov  Anton V., 39.51667, 63.81667
778, Shamsutdinov  Marat N., 39.51667, 63.81667
779, Efimov  Sergey V., 39.51667, 63.81667
780, Krutikov  Alexander A., 39.51667, 63.81667
781, Gilyazetdinov  Edward M., 39.51667, 63.81667
782, Zyavkina  Yulia I., 39.51667, 63.81667
783, Shtyrlin  Valery G., 39.51667, 63.81667
784, Ellis  W., 51.63714, -2.50338
785, Bercovitch  F., 10.76667, -71.76667
786, FitzGibbon  S., -25.68765, 23.57241
787, Roe  P., -25.68765, 23.57241
788, Wimmer  J., -25.68765, 23.57241
789, Melzer  A., 51.63714, -2.50338
790, Wilson  R., -25.68765, 23.57241
791, Simonovski  Igor, 46.05108, 14.50513
792, Cizelj  Leon, 46.05108, 14.50513
794, Spinney  Jamie, -20.26614, 29.22116
795, Kanaroglou  Pavlos, -20.26614, 29.22116
796, Scott  Darren, -20.26614, 29.22116
797, Leon  Luis F., -24.63844, 31.19223
798, Smith  Ralph E. H., -18.95, 32.18333
799, Hipsey  Matthew R., -34.13333, 18.38333
800, Bocaniov  Serghei A., -18.95, 32.18333
801, Higgins  Scott N., 38.67935, -121.9683
802, Hecky  Robert E., 42.01777, -101.63573
803, Antenucci  Jason P., -34.13333, 18.38333
804, Imberger  Jorg A., -34.13333, 18.38333
805, Guildford  Stephanie J., 42.01777, -101.63573
806, Carvalho  Susana, 36.96362, -7.86958
807, Pereira  Patricia, -18.39374, 30.99452
808, Pereira  Fabio, 36.96362, -7.86958
809, de Pablo  Hilda, -18.39374, 30.99452
810, Vale  Carlos, -18.39374, 30.99452
811, Gaspar  Miguel B., 36.96362, -7.86958
812, Zhu  Lifeng, 30.72608, 108.67483
813, Zhang  Shanning, 30.72608, 108.67483
814, Gu  Xiaodong, 35.1221, 105.48032
815, Wei  Fuwen, 30.72608, 108.67483
816, Eggo  Rosalind M., -18.38333, 32.58333
817, Cauchemez  Simon, -18.38333, 32.58333
818, Ferguson  Neil M., -18.38333, 32.58333
819, Cinquin  Olivier, 42.66497, -105.30554
820, Cinquin  Amanda, 42.66497, -105.30554
821, Chiang  Michael, 42.66497, -105.30554
822, Paz  Adrian, 42.66497, -105.30554
823, Byamukama  E., 37.86472, -107.88229
824, Robertson  A. E., 37.86472, -107.88229
825, Nutter  F. W.  Jr., 37.86472, -107.88229
826, Rey  Sergio J., -29.03143, 26.15937
827, Anselin  Luc, -29.03143, 26.15937
828, Folch  David C., -29.03143, 26.15937
829, Arribas-Bel  Daniel, 7.9248, -72.22607
830, Gutierrez  Myrna L. Sastre, -29.03143, 26.15937
831, Interlante  Lindsey, -29.03143, 26.15937
832, Manhaes  M. A., -28.06479, 117.84904
833, Dias  M. M., -25.77686, -50.24882
834, Vandemark  D., -19.3, 29.65
835, Salisbury  J. E., -19.3, 29.65
836, Hunt  C. W., -19.3, 29.65
837, Shellito  S. M., -19.3, 29.65
838, Irish  J. D., -19.3, 29.65
839, McGillis  W. R., 36.69615, -93.15714
840, Sabine  C. L., 47.60621, -122.33207
841, Maenner  S. M., 47.60621, -122.33207
842, Okada  Y., -26.13187, 29.01683
849, Ossenkopf  V., -26.13187, 29.01683
851, Roellig  M., -26.13187, 29.01683
854, Ossenkopf  V, -26.13187, 29.01683
856, Saruwatari  Masanori, -8.4, 147.15
857, Uka  Takanori, -8.4, 147.15
858, Kitazawa  Shigeru, -8.4, 147.15
859, Guth  Dennis, 51.5125, 7.47695
860, Holz-Rau  Christian, 51.5125, 7.47695
861, Killer  Veronika, -31.2, 27.28333
862, Axhausen  Kay W., -31.2, 27.28333
863, Lin  Wei, 24.71847, 121.74238
864, Chen  Shanghong, 24.71847, 121.74238
865, Deng  Liqiong, 24.71847, 121.74238
869, Grueter  C. C., 51.34198, 12.37498
870, Ndamiyabo  F., -1.49998, 29.6333
871, Plumptre  A. J., -14.41129, 31.6098
872, Fawcett  K. A., -1.49998, 29.6333
873, Robbins  M. M., 51.34198, 12.37498
874, Huang  Youqin, 29.1488, 106.21889
875, Fu  Jiyang, 29.1488, 106.21889
877, Ai  L, 41.62811, -83.93522
878, Li  YG, 17.8027, 98.95097
879, Sang  XM, 40.85639, 71.19969
880, Bu  JL, 60.9, 13.4
893, Popov  S. S., 55.08333, 82.9
894, Vyacheslavov  L. N., 55.08333, 82.9
895, Ivantsivskiy  M. V., 55.08333, 82.9
896, Burdakov  A. V., 55.08333, 82.9
897, Kasatov  A. A., 55.08333, 82.9
898, Polosatkin  S. V., 55.08333, 82.9
899, Postupaev  V. V., 55.08333, 82.9
901, Pustejovsky  James, -33.12326, 27.21349
903, Im  E. S., 41.92814, 12.51454
904, Jung  I. W., 37.56667, 126.96667
905, Bae  D. H., 37.56667, 126.96667
906, Jongejans  E., 0, 0
926, Schaub  Lukas, 7.31528, -7.5725
927, Breitenmoser  Steve, 7.31528, -7.5725
928, Narita  Y., -27.29613, 30.66222
929, Glassmeier  K. -H., 0, 0
930, Goldstein  M. L., 39.00455, -76.87553
931, Motschmann  U., -22.64013, 28.61848
932, Sahraoui  F., 0, 0
933, Chadoeuf  J., 43.94861, 4.80833
934, Certain  G., 22.42136, -83.67843
935, Bellier  E., 43.94861, 4.80833
936, Bar-Hen  A., 48.10343, -1.6723
937, Couteron  P., 11.93333, 79.81667
938, Monestiez  P., 43.94861, 4.80833
939, Bretagnolle  V., 22.42136, -83.67843
940, Weng  Peixuan, 29.1488, 106.21889
941, Zhao  Xiao-Qiang, 45.5287, 9.229
942, Yu  Junbo, 33.62697, -114.43801
948, Benson  A. P., -18.49435, 31.4284
949, Bernus  O., -18.49435, 31.4284
950, Holden  A. V., -19.1, 32.8
951, Zhang  H., -19.1, 32.8
952, Yamakita  Takehisa, -8.4, 147.15
953, Nakaoka  Masahiro, 1.64556, 14.65306
955, Lessel  Tanja, 50.00098, 8.26882
956, Marx  Michael Thomas, 50.00098, 8.26882
957, Eisenbeis  Gerhard, 50.00098, 8.26882
958, Kim  Sung Yong, 32.84727, -117.2742
960, Terrill  Eric J., 32.84727, -117.2742
961, Cafe-Filho  Adalberto C., 18.44495, -66.38128
962, Santos  Gil R., -11.66673, -48.84218
963, Laranjeira  Francisco F., 40.09075, 44.5519
964, Faier  Elizabeth, 30.24752, 103.78073
965, Aharoni  Hillel, -27.43774, 25.13069
966, Sharon  Eran, -27.43774, 25.13069
967, Chou  Ching-Shan, 45.26522, -93.05015
968, Lo  Wing-Cheong, 42.66497, -105.30554
969, Gokoffski  Kimberly K., 42.66497, -105.30554
970, Zhang  Yong-Tao, 41.70019, -86.23793
971, Wan  Frederic Y. M., 42.66497, -105.30554
972, Lander  Arthur D., 42.66497, -105.30554
973, Calof  Anne L., 42.66497, -105.30554
974, Nie  Qing, 42.66497, -105.30554
975, Bourouiba  L., -19.8, 32.78333
976, Wu  Jianhong, -18.92602, 32.64438
977, Newman  S., -19.38376, 30.73729
978, Takekawa  J., 38.10409, -122.25664
979, Natdorj  T., 47.90771, 106.88324
980, Batbayar  N., 47.90771, 106.88324
981, Bishop  C. M., 40.20177, -75.25518
982, Hawkes  L. A., 40.20177, -75.25518
983, Butler  P. J., -24.52312, 31.26813
984, Wikelski  M., 47.75318, 8.97198
985, Ma  Q. L., 45.76611, 4.87944
986, Motto-Ros  V., 45.76611, 4.87944
987, Lei  W. Q., 45.76611, 4.87944
988, Boueri  M., 45.76611, 4.87944
989, Bai  X. S., -22.46563, 28.93706
990, Zheng  L. J., -22.46563, 28.93706
991, Zeng  H. P., -22.46563, 28.93706
992, Yu  J., 45.76611, 4.87944
993, Chiron  Francois, -19.05, 29.56667
994, Filippi-Codaccioni  Ondine, -19.05, 29.56667
995, Jiguet  Frederic, -19.05, 29.56667
996, Devictor  Vincent, -17.8157, 32.16667
998, Carpenter  S. R., 38.67935, -121.9683
999, Brock  W. A., 38.67935, -121.9683
1000, Anselme  B., -19.05, 29.56667
1001, Bousquet  F., -17.8157, 32.16667
1002, Lyet  A., -17.8157, 32.16667
1003, Etienne  M., 43.94861, 4.80833
1004, Fady  B., 43.94861, 4.80833
1005, Le Page  C., 13.75398, 100.50144
1006, Chen  Duan-Rung, 25.02588, 121.65161
1007, Wen  Tzai-Hung, 25.02588, 121.65161
1009, Grigg  Omer, -18.92602, 32.64438
1010, Grady  Cheryl L., -18.92602, 32.64438
1013, Carruthers  Thomas R., 45.63873, -122.66149
1014, McAllister  Murdoch K., 45.63873, -122.66149
1015, Ahrens  Robert N. M., 45.63873, -122.66149
1017, Tiedje  Bente, -33.14181, 18.4695
1018, Moll  Andreas, -33.14181, 18.4695
1019, Kaleschke  Lars, -33.14181, 18.4695
1020, Runge  Jeffrey A., -22.95145, 29.50084
1021, Kovach  Adrienne I., -19.3, 29.65
1022, Churchill  James H., 41.51678, -70.68281
1023, Kerr  Lisa A., -18.36472, 32.54166
1024, Morrison  John R., 37.64305, -83.50891
1025, Beardsley  Robert C., 41.51678, -70.68281
1026, Berlinsky  David L., -19.3, 29.65
1027, Chen  Changsheng, 41.09728, -80.50479
1028, Cadrin  Steven X., -18.36472, 32.54166
1029, Davis  Cabell S., 41.51678, -70.68281
1030, Ford  Kathryn H., 41.09728, -80.50479
1031, Grabowski  Jonathan H., -22.95145, 29.50084
1032, Howell  W. Huntting, -19.3, 29.65
1033, Ji  Rubao, 41.51678, -70.68281
1034, Jones  Rebecca J., -22.95145, 29.50084
1035, Pershing  Andrew J., -22.95145, 29.50084
1036, Record  Nicholas R., -22.95145, 29.50084
1037, Thomas  Andrew C., 43.94444, -85.51944
1038, Sherwood  Graham D., -22.95145, 29.50084
1039, Tallack  Shelly M. L., -22.95145, 29.50084
1040, Townsend  David W., 43.94444, -85.51944
1041, Fischer  Thomas, 50.77603, 6.08723
1042, Langner  Robert, 50.92149, 6.36267
1043, Diers  Kersten, -28.9, 27.4
1044, Brocke  Burkhard, -28.9, 27.4
1045, Birbaumer  Niels, -18.49868, 29.77129
1046, Smit  Izak P. J., -24.96279, 31.58964
1047, Ferreira  Sam M., -24.96279, 31.58964
1048, Carruthers  Thomas R., 45.63873, -122.66149
1049, McAllister  Murdoch K., 45.63873, -122.66149
1050, Ahrens  Robert N. M., 45.63873, -122.66149
1051, Ozerkovskaya  N. I., 56.0, 38.36667
1052, Firsov  A. N., 56.0, 38.36667
1053, Shkadinskii  K. G., 56.0, 38.36667
1054, Li  Yingpeng, 23.64, 120.87083
1055, He  Xueli, 29.7488, 105.75843
1056, Zhao  Lili, 29.7488, 105.75843
1057, Konda  Ryota, -2.05, 31.68333
1059, Ishizuka  Shigehiro, 34.81641, 135.56828
1060, Heriyanto  Joko, -2.75, 103.83333
1061, Wicaksono  Agus, -2.75, 103.83333
1062, Bellavance  Marie-Eve, -25.91448, 22.91387
1063, Brisson  Jacques, -25.91448, 22.91387
1064, Dobson  F. Stephen, 47.28333, -122.18333
1065, Way  Brittany M., 47.28333, -122.18333
1066, Baudoin  Claude, 48.9645, 2.3444
1067, Szonyi  Barbara, 43.34082, -90.28179
1068, Wade  Susan E., 43.34082, -90.28179
1069, Mohammed  Hussni O., 43.34082, -90.28179
1070, Reay-Jones  F. P. F., -18.10648, 29.91389
1071, Toews  M. D., 31.45046, -83.5085
1072, Greene  J. K., 33.35793, -81.27066
1073, Reeves  R. B., 33.35793, -81.27066
1074, Zagha  Edward, -23.41635, 27.55004
1075, Manita  Satoshi, -18.01962, 29.58515
1076, Ross  William N., -18.01962, 29.58515
1077, Rudy  Bernardo, -23.41635, 27.55004
1078, Goparaju  L., 17.38405, 78.45636
1079, Jha  C. S., 17.38405, 78.45636
1080, Gong  Wenjie, 46.39318, 126.51564
1081, Jiang  Yu, 46.39318, 126.51564
1082, Za  Yunfeng, 29.1488, 106.21889
1083, Zeng  Zheng, 45.88029, 127.13373
1084, Shao  Mingfu, 46.39318, 126.51564
1085, Fan  Jinhong, 46.39318, 126.51564
1086, Sun  Yanwei, 29.1488, 106.21889
1087, Xiong  Zhonglian, 45.88029, 127.13373
1088, Yu  Xinglong, 24.45722, 118.32972
1089, Tu  Changchun, 46.39318, 126.51564
1091, Brolsma  R. J., 0, 0
1092, van Beek  L. P. H., 0, 0
1093, Bierkens  M. F. P., 0, 0
1094, Boteva  Silvena, 36.45169, -103.82913
1095, Traykov  Ivan, 36.45169, -103.82913
1096, Kenarova  Anelia, 36.45169, -103.82913
1097, Bogoev  Valentin, 36.45169, -103.82913
1098, Apreutesei  Narcisa, 3.85999, 154.96656
1099, Bessonov  Nikolai, 59.89444, 30.26417
1100, Volpert  Vitaly, 45.76611, 4.87944
1101, Vougalter  Vitali, -18.92602, 32.64438
1103, Tasken  Kjetil, 48.19526, -97.13202
1104, Gersh  K. C., -17.71194, 31.1225
1105, Zaitsev  S., -17.71194, 31.1225
1106, Muzykantov  V., -17.71194, 31.1225
1107, Cines  D. B., -17.71194, 31.1225
1108, Weisel  J. W., -17.71194, 31.1225
1110, Meister  Peter, -26.79535, 30.44768
1111, Towbin  Benjamin D., -26.79535, 30.44768
1112, Pike  Brietta L., -26.79535, 30.44768
1113, Ponti  Aaron, -26.79535, 30.44768
1114, Gasser  Susan M., -26.79535, 30.44768
1116, Parada  Carolina, -36.72494, -73.11684
1117, Armstrong  David A., 47.60621, -122.33207
1118, Ernst  Billy, 35.44227, -105.12056
1119, Hinckley  Sarah, 47.60621, -122.33207
1120, Orensanz  J. M. (Lobo), -42.7692, -65.03851
1121, Lacerda  Norma, -8.01175, -34.95291
1122, Leitao  Lucia, -8.01175, -34.95291
1124, Hsieh  Chih-hao, 25.02588, 121.65161
1125, Yamauchi  Atsushi, 35.90807, 139.65657
1126, Nakazawa  Takefumi, 25.02588, 121.65161
1127, Wang  Wei-Fen, 25.02588, 121.65161
1129, Kerr  L. A., 38.31846, -76.45412
1130, Cadrin  S. X., -18.36472, 32.54166
1131, Secor  D. H., 38.31846, -76.45412
1132, Kvasnes  Mikkel A. J., 61.57065, 11.05548
1133, Storaas  Torstein, 61.57065, 11.05548
1134, Pedersen  Hans Chr., 61.57065, 11.05548
1135, Bjork  Svein, 61.57065, 11.05548
1136, Nilsen  Erlend B., 61.57065, 11.05548
1138, Cerna  R., -32.0304, 27.03191
1139, Paraiso  T. K., -32.0304, 27.03191
1140, Leger  Y., -32.0304, 27.03191
1141, Wouters  M., -32.0304, 27.03191
1142, Morier-Genoud  F., -32.0304, 27.03191
1143, Portella-Oberli  M. T., -32.0304, 27.03191
1144, Deveaud-Pledran  B., -32.0304, 27.03191
1145, Nachman  Gosta, 0, 0
1146, Borregaard  Michael K., 0, 0
1147, Desmet  Klaus, 40.29463, -3.65978
1148, Rossi-Hansberg  Esteban, -25.85, 30.95
1150, Lobanov  M. Yu., 56.11095, 47.84875
1151, Finkel'shtein  A. V., 56.11095, 47.84875
1152, Lizana  L., -24.24263, 31.08202
1153, Rosvall  M., -8.1909, 114.9116
1154, Sneppen  K., -24.24263, 31.08202
1155, Michalopoulou  Maria, 50.77603, 6.08723
1156, Riihijaervi  Janne, 50.77603, 6.08723
1157, Maehoenen  Petri, 50.77603, 6.08723
1159, Shi Hong, 25.01769, 121.17416
1165, Xiao  J. C., 27.19313, 118.46838
1166, Lu  Z., 27.19313, 118.46838
1167, Ma  K. J., 27.19313, 118.46838
1172, Loiselle  Steven A., -25.4083, 27.74219
1173, Azza  Nicholas, 0.06444, 32.44694
1174, Gichuki  John, -0.58333, 34.46667
1175, Bracchini  Luca, -25.4083, 27.74219
1176, Tognazzi  Antonio, -25.4083, 27.74219
1177, Dattilo  Arduino M., -25.4083, 27.74219
1178, Rossi  Claudio, -25.4083, 27.74219
1179, Cozar  Andres, -25.4083, 27.74219
1180, da Rocha  J. G., -4.98333, -38.56667
1181, Zambolim  L., -4.98333, -38.56667
1182, Maciel-Zambolim  E., -4.98333, -38.56667
1183, Ribeiro do Vale  F. X., -4.98333, -38.56667
1184, Watanabe  Kazunari, -8.4, 147.15
1185, Takeuchi  Yuichi, -8.4, 147.15
1186, Porrat  Dana, -27.43774, 25.13069
1187, Hayar  Aawatif, 43.62235, 7.04721
1188, Serfaty  Yuval, -27.43774, 25.13069
1189, Lorrilliere  Romain, -19.05, 29.56667
1190, Boisteau  Benjamin, 48.10343, -1.6723
1191, Robert  Alexandre, -19.05, 29.56667
1192, Yang  Dabin, 30.72608, 108.67483
1193, Zhang  Yigang, 30.72608, 108.67483
1194, Wu  Jinzhi, 30.72608, 108.67483
1195, Huang  Kun, 30.72608, 108.67483
1198, Oppo  Gian-Luca, -18.0707, 30.90529
1199, Lauzon-Guay  Jean-Sebastien, 50.08344, -61.68181
1200, Scheibling  Robert E., -26.05812, 24.36419
1201, Oddi  F. J., -33.4, -58.36667
1202, Dudinszky  N., -33.4, -58.36667
1203, Ghermandi  L., -33.4, -58.36667
1204, Malik  N., -23.32829, 29.29561
1205, Marwan  N., -23.32829, 29.29561
1206, Kurths  J., -22.64013, 28.61848
1207, Jin Jian, -30.414, 28.91504
1208, Wang Guang-Hua, -30.414, 28.91504
1209, Liu Xiao-Bing, -30.414, 28.91504
1210, Liu Jue-Dong, -30.414, 28.91504
1211, Chen Xue-Li, -30.414, 28.91504
1212, Herbert  S. J., -32.62392, 26.67086
1213, Koll-Schretzenmayr  Martina, -31.2, 27.28333
1214, Ritterhoff  Frank, -22.64013, 28.61848
1215, Siebel  Walter, 29.97661, -96.76498
1216, Lee  Chun-Lin, 25.02588, 121.65161
1217, Huang  Shu-Li, 25.02588, 121.65161
1218, Chan  Shih-Liang, 25.02588, 121.65161
1219, Irwin  Elena G., 45.26522, -93.05015
1220, Jayaprakash  Ciriyam, 45.26522, -93.05015
1221, Munroe  Darla K., 45.26522, -93.05015
1222, Ouyang  Wei, 0, 0
1223, Wang  Xuelei, 30.72608, 108.67483
1224, Hao  Fanghua, 30.72608, 108.67483
1225, Srinivasan  R., -29.80438, 31.00573
1226, Shi  Q. Q., 25.01769, 121.17416
1227, Pu  Z. Y., 30.72608, 108.67483
1228, Soucek  J., -23.6994, 28.9405
1229, Zong  Q. -G., 30.72608, 108.67483
1230, Pu  Z. Y., 30.72608, 108.67483
1231, Xie  L., 30.72608, 108.67483
1232, Chen  Y., 25.01769, 121.17416
1233, Zhang  H., 39.00455, -76.87553
1234, Li  L., 25.01769, 121.17416
1235, Xia  L. D., 25.01769, 121.17416
1236, Liu  Z. X., 30.72608, 108.67483
1237, Lucek  E., -18.38333, 32.58333
1238, Fazakerley  A. N., -19.4, 29.66667
1239, Reme  H., 37.17667, -83.32694
1240, Angilletta  Michael J.  Jr., 40.0495, -83.87799
1241, Sears  Michael W., 40.0495, -83.87799
1242, Pringle  Robert M., -34.4394, 19.45615
1243, Tsetlin  M. B., -24.19163, 31.08152
1244, Zakharov  A. A., 42.6427, -111.88857
1245, Maslakov  K. I., -24.19163, 31.08152
1246, Mikheeva  M. N., -24.19163, 31.08152
1248, Shakya  Sulochana, 31.91667, 34.75
1249, Weintraub  Phyllis G., 0, 0
1250, Coll  Moshe, 31.91667, 34.75
1251, Jin  Yu, 45.5287, 9.229
1252, Zhao  Xiao-Qiang, 45.5287, 9.229
1254, Horinouchi  Takeshi, 44.0, 143.0
1255, Tsuda  Toshitaka, -2.05, 31.68333
1256, Carrico  Kimberly M., 46.18733, -122.90539
1257, Vaishnav  Radhika, 46.18733, -122.90539
1258, Hall  Edward D., 46.18733, -122.90539
1259, Lobanov  M. Yu., 56.11095, 47.84875
1260, Finkel'shtein  A. V., 56.11095, 47.84875
1261, Saito  Hidetoshi, 34.44755, 132.76116
1262, Mimura  Keisuke, 34.44755, 132.76116
1263, Kawaiand  Koichiro, 34.44755, 132.76116
1264, Imabayashi  Hiromichi, 34.44755, 132.76116
1265, Kim  Jin-Hong, 34.14778, -118.14452
1266, Kushiro  Keiichiro, 34.14778, -118.14452
1267, Graham  Nicholas A., 34.14778, -118.14452
1268, Asthagiri  Anand R., 34.14778, -118.14452
1269, Johnson  Daniel P., 41.39695, -92.43352
1270, Wilson  Jeffrey S., 41.39695, -92.43352
1271, Woods  S., 52.11679, -106.63452
1272, Szyszkowski  W., 52.11679, -106.63452
1273, Texeira  Marcos, -20.28333, 30.66667
1274, Altesor  Alice, -20.28333, 30.66667
1275, Agergaard  Jytte, -24.24263, 31.08202
1276, Fold  Niels, -24.24263, 31.08202
1277, Gough  Katherine V., -24.24263, 31.08202
1278, Wakano  Joe Yuichiro, 34.8, 133.93333
1279, Nowak  Martin A., -19.8, 32.78333
1280, Hauert  Christoph, 45.63873, -122.66149
1281, Muralidharan  Daya, 41.21747, -106.77893
1282, Knapp  Keith C., 41.21747, -106.77893
1284, Jin  Yu, 45.5287, 9.229
1285, Zhao  Xiao-Qiang, 45.5287, 9.229
1286, Gelderblom  Mathias, -33.14181, 18.4695
1287, Leypoldt  Frank, -33.14181, 18.4695
1288, Steinbach  Karin, -33.14181, 18.4695
1289, Behrens  Doerthe, -33.14181, 18.4695
1290, Choe  Chi-Un, -33.14181, 18.4695
1291, Siler  Dominic A., -33.14181, 18.4695
1292, Arumugam  Thiruma V., 35.222, -101.8313
1293, Orthey  Ellen, -33.14181, 18.4695
1294, Gerloff  Christian, -33.14181, 18.4695
1295, Tolosa  Eva, -33.14181, 18.4695
1296, Magnus  Tim, -33.14181, 18.4695
1297, Rossi  Joni, -25.90866, 24.89688
1298, Govaerts  Annelies, -25.90866, 24.89688
1299, De Vos  Bruno, 50.7804, 3.90696
1300, Verbist  Bruno, -25.90866, 24.89688
1301, Vervoort  Andre, -25.90866, 24.89688
1302, Poesen  Jean, -25.90866, 24.89688
1303, Muys  Bart, -25.90866, 24.89688
1304, Deckers  Jozef, -25.90866, 24.89688
1305, Lorena  Rodrigo B., -25.90866, 24.89688
1306, Lambin  Eric F., -25.90866, 24.89688
1307, Batisani  Nnyaladzi, 0, 0
1308, Yarnal  Brent, 0, 0
1309, Pang  Yonggang, -18.8417, 29.64369
1310, Ucuzian  Areck A., -18.8417, 29.64369
1311, Matsumura  Akie, -18.8417, 29.64369
1312, Brey  Eric M., 46.57815, -124.05294
1313, Gassman  Andrew A., -18.8417, 29.64369
1314, Husak  Vicki A., 46.57815, -124.05294
1315, Greisler  Howard P., 46.57815, -124.05294
1316, Li  Yun, -22.46563, 28.93706
1317, Treutlein  P., 48.66917, -98.83263
1318, Reichel  J., -19.05, 29.56667
1319, Sinatra  A., -19.05, 29.56667
1320, Jansen  Stefan, 47.74667, -99.38679
1321, Walpersdorf  Eva, 47.74667, -99.38679
1322, Werner  Ursula, 47.74667, -99.38679
